Object type;Object class;Region;Sector;Star name;System;Planet;X;Y;Z;Planet link;Region link;Sector link;System link;Grid;technicalId
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Huloon system;Huloon;770.395;-105.263;;http://starwars.wikia.com/wiki/Huloon;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Huloon_system;S-11;1537
Star;;Hutt Space;Hutt Space;;Ilos Minor system;Ilos Minor;691.515;-30.562;;http://starwars.wikia.com/wiki/Ilos_Minor;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Ilos_Minor_system;R-10;1494
Star;;Hutt Space;Hutt Space;;Ilos system;Ilos;677.863;-26.352;;http://starwars.wikia.com/wiki/Ilos;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Ilos_system;R-10;1493
Star;;Hutt Space;Hutt Space;;Irith system;Irith;704.541;-129.903;;http://starwars.wikia.com/wiki/Irith;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Irith_system;S-11;1530
Star;;Hutt Space, The Slice;Hutt Space;;Jilrua system;Jilrua;651.261;-211.107;;http://starwars.wikia.com/wiki/Jilrua;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/The_Slice/Legends;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Jilrua_system;R-12;1499
Star;;Hutt Space;Hutt Space;;Kafane system;Kafane;778.9;49.55;;http://starwars.wikia.com/wiki/Kafane;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Kafane_system;S-9;1505
Star;;Hutt Space;Hutt Space;;Keldooine system;Keldooine;656.919;-84.046;;http://starwars.wikia.com/wiki/Keldooine;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Keldooine_system;R-10;1491
Star;;Hutt Space;Hutt Space, Si'Klaata Cluster;Kintan;Kintan system;Kintan;772.478;94.578;;https://starwars.fandom.com/wiki/Kintan/Legends;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends;https://starwars.fandom.com/wiki/Kintan_system;S-9;
Star;;Hutt Space;Hutt Space, Si'Klaata Cluster;;Klatooine system;Klatooine;774.4;96.254;;http://starwars.wikia.com/wiki/Klatooine;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends;https://starwars.fandom.com/wiki/Klatooine_system;S-9;1506
Star;K2 IV;Hutt Space;Hutt Space;;Kleeva system;Kleeva;687.331;-187.311;;http://starwars.wikia.com/wiki/Kleeva;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Kleeva_system;R-11;1495
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Anjiliac system;Kor Anjiliac;776.676;-101.901;;http://starwars.wikia.com/wiki/Kor_Anjiliac;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Anjiliac_system;S-11;1538
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Besadii system;Kor Besadii;748.101;-71.115;;http://starwars.wikia.com/wiki/Kor_Besadii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Besadii_system;S-10;1519
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Desilijic system;Kor Desilijic;765.529;-109.687;;http://starwars.wikia.com/wiki/Kor_Desilijic;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Desilijic_system;S-11;1536
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Gejalli system;Kor Gejalli;777.914;-122.957;;http://starwars.wikia.com/wiki/Kor_Gejalli;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Gejalli_system;S-11;1541
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Hestilic system;Kor Hestilic;747.039;-80.758;;http://starwars.wikia.com/wiki/Kor_Hestilic;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Hestilic_system;S-10;1520
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Hunamma system ;Kor Hunamma;745.093;-125.611;;http://starwars.wikia.com/wiki/Kor_Hunamma;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Hunamma_system;S-11;1532
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Jiramma system;Kor Jiramma;777.914;-113.048;;http://starwars.wikia.com/wiki/Kor_Jiramma;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Jiramma_system;S-11;1540
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Nasirii system;Kor Nasirii;741.377;-57.225;;http://starwars.wikia.com/wiki/Kor_Nasirii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Nasirii_system;S-10;1517
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Nijiladii system;Kor Nijiladii;755.267;-74.034;;http://starwars.wikia.com/wiki/Kor_Nijiladii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Nijiladii_system;S-10;1521
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Oktanivii system;Kor Oktanivii;752.524;-125.257;;http://starwars.wikia.com/wiki/Kor_Oktanivii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Oktanivii_system;S-11;1535
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Trinivii system;Kor Trinivii;786.761;-117.029;;http://starwars.wikia.com/wiki/Kor_Trinivii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Trinivii_system;S-11;1542
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Usilic system;Kor Usilic;751.463;-112.694;;http://starwars.wikia.com/wiki/Kor_Usilic;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Usilic_system;S-11;1533
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Utoradii system;Kor Utoradii;739.077;-111.456;;http://starwars.wikia.com/wiki/Kor_Utoradii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Utoradii_system;S-11;1531
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Kor Vosadii system;Kor Vosadii;738.37;-69.965;;http://starwars.wikia.com/wiki/Kor_Vosadii;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Kor_Vosadii_system;S-10;1518
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Langoona system;Langoona;780.311;-96.773;;http://starwars.wikia.com/wiki/Langoona;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Langoona_system;S-10;1513
Star;;Hutt Space;Hutt Space;;M'Hanna system;M'Hanna;815.024;-162.994;;http://starwars.wikia.com/wiki/M%27Hanna;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/M%27Hanna_system;T-11;1563
Star;;Hutt Space;Hutt Space;;Moralan system;Moralan;833.143;-69.277;;http://starwars.wikia.com/wiki/Moralan;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Moralan_system;T-10;1559
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Mulatan system;Mulatan;759.099;-84.105;;http://starwars.wikia.com/wiki/Mulatan;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Mulatan_system;S-10;1512
Star;;Hutt Space;Hutt Space;;Nar Bo Sholla system;Nar Bo Sholla;685.92;-93.735;;http://starwars.wikia.com/wiki/Nar_Bo_Sholla;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Nar_Bo_Sholla_system;R-10;1492
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Nar Chunna system;Nar Chunna;748.543;-96.416;;http://starwars.wikia.com/wiki/Nar_Chunna;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Nar_Chunna_system;S-10;1522
Star;;Hutt Space;Hutt Space;;Nar Haaska system;Nar Haaska;881.015;-149.028;;http://starwars.wikia.com/wiki/Nar_Haaska;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Nar_Haaska_system;T-11;1561
Star;;Hutt Space;Hutt Space;;Nar Kaaga system;Nar Kaaga;704.507;-331.043;;http://starwars.wikia.com/wiki/Nar_Kaaga;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Nar_Kaaga_system;S-13;1553
Star;;Hutt Space;Hutt Space;;Nar Kreeta system;Nar Kreeta;709.26;-35.558;;http://starwars.wikia.com/wiki/Nar_Kreeta;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Nar_Kreeta_system;S-10;1509
Star;;Hutt Space, The Slice;Hutt Space;;Near Pando system;Near Pando;779.45;-411.86;;http://starwars.wikia.com/wiki/Near_Pando;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/The_Slice/Legends;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Near_Pando_system;S-14;1556
Star;;Hutt Space;Hutt Space;;Nimban system;Nimban;723.207;-33.631;;http://starwars.wikia.com/wiki/Nimban;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Nimban_system;S-10;1510
Star;;Hutt Space;Hutt Space;;Nimia system;Nimia;780.685;98;;http://starwars.wikia.com/wiki/Nimia;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Nimia_system;S-9;1507
Star;;Hutt Space;Hutt Space;;Orondia system;Orondia;722.483;-180.722;;http://starwars.wikia.com/wiki/Orondia;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Orondia_system;S-11;2113
Star;;Hutt Space;Hutt Space;;Outland Transit Station system;Outland Transit Station planetoid;896.072;-215.586;;https://starwars.fandom.com/wiki/Outland_Transit_Station;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Outland_Transit_Station;T-12;1570
Star;;Hutt Space;Hutt Space;;Poytta system;Poytta;855.999;-209.905;;http://starwars.wikia.com/wiki/Poytta;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Poytta_system;T-12;1568
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Pybus system;Pybus;749.516;-137.908;;http://starwars.wikia.com/wiki/Pybus;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Pybus_system;S-11;1534
Star;;Hutt Space;Hutt Space;;Ques system;Ques;775.797;103.063;;http://starwars.wikia.com/wiki/Ques;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Ques_system;S-8;1501
Star;;Hutt Space;Hutt Space;;Quesh system;Quesh;781.565;-55.599;;http://starwars.wikia.com/wiki/Quesh;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Quesh_system;S-10;2069
Star;;Hutt Space;Hutt Space;;Riileb system;Riileb;831.548;-251.234;;http://starwars.wikia.com/wiki/Riileb;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Riileb_system;T-12;1567
Star;;Hutt Space;Hutt Space;;Rorak system;Rorak;736.976;-228.396;;https://starwars.fandom.com/wiki/Rorak;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Rorak_system;S-12;1551
Star;;Hutt Space;Hutt Space;;Runaway Prince system;Runaway Prince;647.919;-139.389;;http://starwars.wikia.com/wiki/Runaway_Prince;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Runaway_Prince_system;R-11;1498
Star;;Hutt Space;Hutt Space, Bootana Hutta;Saki Prime;Saki system;Saki/Sakiya;772.553;-128.819;;https://starwars.fandom.com/wiki/Sakiya;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Saki_system;S-11;1527
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Sakidopa system;Sakidopa;779.772;-134.634;;http://starwars.wikia.com/wiki/Sakidopa;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Sakidopa_system;S-11;1543
Star;;Hutt Space;Hutt Space, Bootana Hutta;;Sakiduba system;Sakiduba;774.199;-138.704;;http://starwars.wikia.com/wiki/Sakiduba;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Bootana_Hutta;https://starwars.fandom.com/wiki/Sakiduba_system;S-11;1544
Star;;Hutt Space;Hutt Space;;Sakifwanna system;Sakifwanna;803.388;-118.083;;http://starwars.wikia.com/wiki/Sakifwanna;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Sakifwanna_system;T-11;1565
Star;;Hutt Space;Hutt Space;;Saqqar system;Saqqar;850.463;-136.109;;http://starwars.wikia.com/wiki/Saqqar;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Saqqar_system;T-11;1562
Star Cluster;;Hutt Space;Hutt Space, Si'Klaata Cluster;;Si'Klaata Cluster Centered on 2/3 vontor, 1/3 vodran (https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends?file=Sisar_Run.png) ;;774.766666666667;87.8586666666667;;;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends;S-9;
Star;;Hutt Space;Hutt Space;;Sionia system;Sionia;731.614;-17.183;;http://starwars.wikia.com/wiki/Sionia;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Sionia_system;S-10;1511
Star;;Hutt Space;Hutt Space;;Sleheyron system;Sleheyron;769.783;-22.63;;http://starwars.wikia.com/wiki/Sleheyron;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Sleheyron_system;S-10;1516
Star;;Hutt Space;Hutt Space;;Tal Nami system;Tal Nami;692.492;3.797;;http://starwars.wikia.com/wiki/Tal_Nami;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Tal_Nami_system;R-9;1489
Star Cluster;;Hutt Space;Hutt Space, Si'Klaata Cluster;;Tas-La system;Tas-La;773.38;98.4525;;http://starwars.wikia.com/wiki/Tas-La;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends;https://starwars.fandom.com/wiki/Tas-La_system;S-9;
Star;Q;Hutt Space;Hutt Space;;The Godsheart no system;The Godsheart;830.037;-132.618;;http://starwars.wikia.com/wiki/The_Godsheart;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;;T-11;1564
Star;;Hutt Space;Hutt Space;;Tisht system;Tisht;849.416;-177.31;;http://starwars.wikia.com/wiki/Tisht;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Tisht_system;T-11;1560
Star;;Hutt Space;Hutt Space;;Tol Amn system;Tol Amn;636.659;-160.469;;http://starwars.wikia.com/wiki/Tol_Amn;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Tol_Amn_system;R-11;1497
StarBarycenter;;Hutt Space;Hutt Space;Toydar, Little Toydar;Toydaria system;Toydaria;671.357;-170.813;;http://starwars.wikia.com/wiki/Toydaria;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Toydaria_system;R-11;1496
Star;;Hutt Space;Hutt Space;;Tsyk system;Tsyk;806.583;-310.067;;http://starwars.wikia.com/wiki/Tsyk;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Tsyk_system;T-13;1571
Star;;Hutt Space;Hutt Space;;Ulmatra system;Ulmatra;796.197;-17.688;;http://starwars.wikia.com/wiki/Ulmatra;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Ulmatra_system;S-10;1515
Star;;Hutt Space;Hutt Space;;Usk system;Usk;830.197;-85.382;;https://starwars.fandom.com/wiki/Usk_(planet);http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space;https://starwars.fandom.com/wiki/Usk_system;T-10;1558
Star;;Hutt Space;Hutt Space, Si'Klaata Cluster;;Vodran system;Vodran;773.218;71.262;;http://starwars.wikia.com/wiki/Vodran;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends;https://starwars.fandom.com/wiki/Vodran_system;S-9;2140
Star;;Hutt Space;Hutt Space, Si'Klaata Cluster;;Vontor system;Vontor;775.541;96.157;;http://starwars.wikia.com/wiki/Vontor;http://starwars.wikia.com/wiki/Hutt_Space;http://starwars.wikia.com/wiki/Hutt_Space, https://starwars.fandom.com/wiki/Si%27Klaata_Cluster/Legends;https://starwars.fandom.com/wiki/Vontor_system;S-9;1508
