Object type;Object class;Region;Sector;Star name;System;Planet;X;Y;Z;Planet link;Region link;Sector Link;System link;Grid;technicalId
Star;;Outer Rim Territories, Greater Javin;Yarith sector, Ivax Nebula;;Anantapar system;Anantapar;-87.608;-864.511;;http://starwars.wikia.com/wiki/Anantapar;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Greater_Javin/Legends;https://starwars.fandom.com/wiki/Yarith_sector/Legends, https://starwars.fandom.com/wiki/Ivax_Nebula/Legends;https://starwars.fandom.com/wiki/Anantapar_system;K-18;421
Star;;Outer Rim;Cor'ric Sector;;Andasala system;Andasala;470.909;-821.794;;https://starwars.fandom.com/wiki/Andasala;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Cor'ric_sector;https://starwars.fandom.com/wiki/Andasala_system;P-18;2260
Star;;Outer Rim;Svivreni Sector;;Andelm system (assumed);Andelm IV;330.541;-973.767;;http://starwars.wikia.com/wiki/Andelm_IV;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Svivreni_sector;https://starwars.fandom.com/wiki/Angor_system;O-19;2051
Star;;Outer Rim Territories, The Slice;Arkanis Sector;;Andooweel system;Andooweel;637.195;-678.594;;http://starwars.wikia.com/wiki/Andooweel;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/The_Slice/Legends;http://starwars.wikia.com/wiki/Arkanis_sector;https://starwars.fandom.com/wiki/Andooweel_system;R-16;491
Star;;Outer Rim;Antemeridian Sector;;Andron system;Aralia;621.293;280.03;;https://starwars.fandom.com/wiki/Aralia;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Antemeridian_sector;https://starwars.fandom.com/wiki/Andron_system;R-7;2280
Star;;Outer Rim;Albarrio Sector;;Anemcoro system;Anemcoro;-3.516;461.499;;http://starwars.wikia.com/wiki/Anemcoro;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Albarrio_sector;https://starwars.fandom.com/wiki/Anemcoro_system;K-5;858
Star;;Outer Rim;Myto Sector;;Angor system;Angor;-19.009;562.508;;https://starwars.fandom.com/wiki/Angor_system;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Myto_sector;https://starwars.fandom.com/wiki/Angor_system;K-4;687
Star;;Outer Rim;Zuma sector, Inner Zuma Region, Moddell sector;;Annaj system;Annaj;-329.842;-697.931;;http://starwars.wikia.com/wiki/Annaj;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Zuma_sector, https://starwars.fandom.com/wiki/Inner_Zuma_Region, https://starwars.fandom.com/wiki/Moddell_sector/Legends;https://starwars.fandom.com/wiki/Annaj_system/Legends;H-16;287
Star;;Outer Rim Territories, Western Reaches, Greater Javin;Anoat Sector;Anoat;Anoat system;Anoat;-95.223;-854.071;;http://starwars.wikia.com/wiki/Anoat;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Western_Reaches/Legends, https://starwars.fandom.com/wiki/Greater_Javin/Legends;https://starwars.fandom.com/wiki/Anoat_sector;https://starwars.fandom.com/wiki/Anoat_system;K-18;411
Star;;Outer Rim;Braxant Sector;;Anorelga system;Anorelga;-83.129;672.12;;https://starwars.fandom.com/wiki/Anorelga_system;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Braxant_sector;https://starwars.fandom.com/wiki/Anorelga_system;K-3;681
Star;;Outer Rim;Antemeridian Sector;;Antemeridian system;Antemeridias;644.092;272.432;;http://starwars.wikia.com/wiki/Antemeridias;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Antemeridian_sector;https://starwars.fandom.com/wiki/Antemeridian_system;R-7;809
Star;;Outer Rim Territories, The Slice;The Centrality;;Antipose system;Antipose;937.098;148.221;;http://starwars.wikia.com/wiki/Antipose;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/The_Slice/Legends;https://starwars.fandom.com/wiki/Centrality;https://starwars.fandom.com/wiki/Antipose_system;U-8;914
Star;;Outer Rim Territories, New Territories;Raioballo Sector;;Anx Minor system;Anx Minor;28.69;541.204;;http://starwars.wikia.com/wiki/Anx_Minor;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/New_Territories/Legends;http://starwars.wikia.com/wiki/Raioballo_sector;https://starwars.fandom.com/wiki/Anx_Minor_system;L-4;706
Star;;Outer Rim;Savareen Sector;;Apatros system;Apatros;563.024;-685.06;;http://starwars.wikia.com/wiki/Apatros_system;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Savareen_sector;https://starwars.fandom.com/wiki/Apatros_system;Q-16;2137
Star;;Outer Rim;Galov Sector;;Arami system;Arami;836.67;-383.335;;http://starwars.wikia.com/wiki/Arami;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Galov_sector;https://starwars.fandom.com/wiki/Arami_system;T-13;967
Star;;Outer Rim;Bon'nyuw-Luq Sector;Arbran;Arbran system;Arbra;279.861;-768.013;;http://starwars.wikia.com/wiki/Arbra;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Bon'nyuw-Luq_sector;https://starwars.fandom.com/wiki/Arbran_system;N-17;445
Star;;Outer Rim Territories, Tion Cluster;Cronese Mandate;;Arcan system;Arcan IV;701.062;365.2;;https://starwars.fandom.com/wiki/Arcan_IV;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Tion_Cluster/Legends;https://starwars.fandom.com/wiki/Cronese_Mandate/Legends;https://starwars.fandom.com/wiki/Arcan_system;S-6;803
Star;;Outer Rim;Gordian Reach;;Arda system/Ethain system;Arda;556.434;382.187;;http://starwars.wikia.com/wiki/Arda;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Gordian_Reach;https://starwars.fandom.com/wiki/Arda_system;Q-6;608
Star;;Outer Rim Territories, Tion Cluster;Cronese Mandate;;Argai system;Argai;778.073;369.456;;http://starwars.wikia.com/wiki/Argai;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Tion_Cluster/Legends;https://starwars.fandom.com/wiki/Cronese_Mandate/Legends;https://starwars.fandom.com/wiki/Argai_system;S-6;793
Star;;Outer Rim;Kanz Sector;Argazdani;Argazziis system;Argazda;250.272;524.925;;http://starwars.wikia.com/wiki/Argazda;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Kanz_sector;https://starwars.fandom.com/wiki/Argazziis_system;N-4;842
Star;;Outer Rim;Parmel Sector;Aris;Aris Minor system;Aris V;349.507;-853.869;;https://starwars.fandom.com/wiki/Aris_V;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Parmel_sector;https://starwars.fandom.com/wiki/Aris_Minor_system;O-18;2294
Star;;Outer Rim;Arkanis Sector;;Arkanis system;Arkanis;614.052;-708.852;;http://starwars.wikia.com/wiki/Arkanis;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Arkanis_sector;https://starwars.fandom.com/wiki/Arkanis_system;R-17;497
Star;;Outer Rim;Gordian Reach;;Arkuda system;Arkuda;508.498;372.611;;http://starwars.wikia.com/wiki/Arkuda;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Gordian_Reach;https://starwars.fandom.com/wiki/Arkuda_system;Q-6;611
Star;;Outer Rim Territories, The Slice;The Centrality;;Arleen system;Arleen;870.837;153.689;;http://starwars.wikia.com/wiki/Arleen_system;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/The_Slice/Legends;https://starwars.fandom.com/wiki/Centrality;https://starwars.fandom.com/wiki/Arleen_system;T-8;901
Star;;Outer Rim;Myto Sector;;Artorias system;Artorias;-12.957;611.446;;https://starwars.fandom.com/wiki/Artorias;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Myto_sector;https://starwars.fandom.com/wiki/Artorias_system;K-3;2309
Star;;Outer Rim;Veragi sector, Gree Enclave;;Asation system;Asation;-9.554;694.671;;http://starwars.wikia.com/wiki/Asation;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Veragi_sector/Legends, https://starwars.fandom.com/wiki/Gree_Enclave/Legends;;K-3;1021
Star;;Outer Rim Territories, Stygian Caldera;Sith Worlds;;Ashas Ree system;Ashas Ree;621.866;491.957;;http://starwars.wikia.com/wiki/Ashas_Ree;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Stygian_Caldera;https://starwars.fandom.com/wiki/Sith_Worlds;https://starwars.fandom.com/wiki/Ashas_Ree_system;R-5;739
Star;;Outer Rim;Cegul sector;;Askaj system;Askaj;122.371;-1066.145;;http://starwars.wikia.com/wiki/Askaj;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Cegul_sector;https://starwars.fandom.com/wiki/Askaj_system;M-20;347
Star;;Outer Rim Territories, Inner Zuma Region;Moddell Sector;;Ast Kikorie system;Ast Kikorie;-347.7;-680.259;;http://starwars.wikia.com/wiki/Ast_Kikorie;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Inner_Zuma_Region;http://starwars.wikia.com/wiki/Moddell_sector;https://starwars.fandom.com/wiki/Ast_Kikorie_system;H-16;289
Star;;Outer Rim Territories, Trans-Hydian;Corporate Sector;;Atchorb system;Atchorb;734.09;611.382;;http://starwars.wikia.com/wiki/Atchorb;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Trans-Hydian;https://starwars.fandom.com/wiki/Corporate_Sector;https://starwars.fandom.com/wiki/Atchorb_system;S-3;534
Star;// Yellow-white;Outer Rim Territories;Lothal sector;Ashbo;Atollon system;Atollon;928.219;280.625;;http://starwars.wikia.com/wiki/Atollon;https://starwars.fandom.com/wiki/Outer_Rim_Territories;https://starwars.fandom.com/wiki/Lothal_sector;https://starwars.fandom.com/wiki/Atollon_system;U-7;2067
Star;;Outer Rim Territories, Trans-Hydian;Gordian Reach;;Atorra system;Atorra;539.924;450.722;;http://starwars.wikia.com/wiki/Atorra;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Gordian_Reach;https://starwars.fandom.com/wiki/Atorra_system;Q-5;604
Star;;Outer Rim;Atravis Sector;;Atravis system ;Atravis;71.414;-945.741;;http://starwars.wikia.com/wiki/Atravis;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Trans-Hydian;http://starwars.wikia.com/wiki/Atravis_sector;https://starwars.fandom.com/wiki/Atravis_system;L-19;354
Star;;Outer Rim;Arkanis Sector;;Austan system;Austan;621.861;-658.048;;https://starwars.fandom.com/wiki/Austan_Asteroid_Cluster;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Arkanis_sector;https://starwars.fandom.com/wiki/Austan_system;R-16;480
Star;;Outer Rim;Seswenna Sector;;Averam system;Averam;145.378;-846.42;;http://starwars.wikia.com/wiki/Averam;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Seswenna_sector;https://starwars.fandom.com/wiki/Averam_system;M-18;429
Star;;Outer Rim;Oricho Sector;;Avindia system;Polus;147.685;354.399;;http://starwars.wikia.com/wiki/Polus;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Oricho_sector;https://starwars.fandom.com/wiki/Avindia_system;M-6;976
Star;;Outer Rim;D'Astan Sector;;Axxila system;Axxila;313.01;415.331;;http://starwars.wikia.com/wiki/Axxila;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/D'Astan_sector;https://starwars.fandom.com/wiki/Axxila_system;O-5;633
Star;;Outer Rim Territories, Western Reaches;Greater Javin, Javin sector, Mugaari Space;;Aztubek system;Aztubek;-84.763;-815.345;;http://starwars.wikia.com/wiki/Aztubek;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/Western_Reaches/Legends;https://starwars.fandom.com/wiki/Greater_Javin/Legends, https://starwars.fandom.com/wiki/Javin_sector, https://starwars.fandom.com/wiki/Mugaari_Space/Legends;https://starwars.fandom.com/wiki/Aztubek_system;K-18;386
Star;M8 IV;Outer Rim;Garis Sector;;Azzameen Station system;Azzameen Station;215.322;-784.895;;http://starwars.wikia.com/wiki/Azzameen_Station_system;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Garis_sector;https://starwars.fandom.com/wiki/Azzameen_Station_system;N-17;2040
Star;;Outer Rim Territories, The Slice, Spice Triangle;Arkanis Sector;;B-Foroon system;B-Foroon;659.514;-651.218;;http://starwars.wikia.com/wiki/B-Foroon;https://starwars.fandom.com/wiki/Outer_Rim_Territories/Legends, https://starwars.fandom.com/wiki/The_Slice/Legends, https://starwars.fandom.com/wiki/Spice_Triangle/Legends;http://starwars.wikia.com/wiki/Arkanis_sector;https://starwars.fandom.com/wiki/B-Foroon_system;R-16;486
Star;;Outer Rim;Gordian Reach;;B'trilla system;B'trilla;547.332;426.168;;http://starwars.wikia.com/wiki/B%27trilla;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Gordian_Reach;https://starwars.fandom.com/wiki/B%27trilla_system;Q-5;607
Star;;Outer Rim;Astal Sector;;Bahalian system;Bahalian;475.385;-812.545;;https://starwars.fandom.com/wiki/Bahalian_system;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Astal_sector;https://starwars.fandom.com/wiki/Bahalian_system;P-18;467
Star;;Outer Rim;Bajic Sector;;Bajic system;Bajic;429.994;-811.497;;https://starwars.fandom.com/wiki/Bajic_system;http://starwars.wikia.com/wiki/Outer_Rim;http://starwars.wikia.com/wiki/Bajic_sector;https://starwars.fandom.com/wiki/Bajic_system;P-18;465
Star;;Outer Rim;Corporate Sector;;Ban-Satir system;Ban-Satir II;751.426;589.526;;https://starwars.fandom.com/wiki/Ban-Satir_II;http://starwars.wikia.com/wiki/Outer_Rim;https://starwars.fandom.com/wiki/Corporate_Sector;https://starwars.fandom.com/wiki/Ban-Satir_system;S-4;560
