Object type;Object class;Region;Sector;Star name;System;Planet;X;Y;Z;Planet link;Region link;Sector link;System link;Grid;technicalId
Star;;Expansion Region;Hocatar Sector;;Attahox system;Attahox;474.711;-216.899;;http://starwars.wikia.com/wiki/Attahox;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Hocatar_sector;https://starwars.fandom.com/wiki/Attahox_system;P-12;1166
Star;;Expansion Region;Treffani Sector;;Avhn-Bendara system;Ryvellia;388.153;-439.051;;http://starwars.wikia.com/wiki/Ryvellia;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Treffani_sector;https://starwars.fandom.com/wiki/Avhn-Bendara_system;O-14;1096
Star;G6 V // yellow star;Expansion Region;Brak Sector;Bacrana;Bacrana system;Bacrana;382.435;-465.947;;http://starwars.wikia.com/wiki/Bacrana;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Brak_sector;https://starwars.fandom.com/wiki/Bacrana_system;O-14;1102
Star;;Expansion Region, Outer Expansion Zone, Northern Dependencies;Drannik Sector;;Barenth system;Barenth;-59.706;191.77;;http://starwars.wikia.com/wiki/Barenth;https://starwars.fandom.com/wiki/Expansion_Region, https://starwars.fandom.com/wiki/Outer_Expansion_Zone/Legendshttps://starwars.fandom.com/wiki/Outer_Expansion_Zone/Legends, ;http://starwars.wikia.com/wiki/Drannik_sector;https://starwars.fandom.com/wiki/Barenth_system;K-8;1082
Star;;Expansion Region;Baroli Sector;;Baroli system;Baroli;233.433;-478.653;;http://starwars.wikia.com/wiki/Baroli;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Baroli_sector;https://starwars.fandom.com/wiki/Baroli_system;N-14;1053
Star;;Expansion Region;Belasco Sector;;Belasco system;Belasco;386.027;-136.812;;http://starwars.wikia.com/wiki/Belasco;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Belasco_sector;https://starwars.fandom.com/wiki/Belasco_system;O-11;1123
Star;;Expansion Region;Sarla Sector;;Belassar system;;-155.504;181.544;;http://starwars.wikia.com/wiki/Belassar;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Sarla_sector;https://starwars.fandom.com/wiki/Belassar_system;J-8;1079
Star;;Expansion Region;Majoor Sector;;Bimin Three system;;236.927;-567.6;;http://starwars.wikia.com/wiki/Bimin_Three;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Majoor_sector;https://starwars.fandom.com/wiki/Bimin_Three_system;N-15;1063
Star;;Expansion Region;Sumitra Sector;;Boordii system;Boordii;271.841;230.858;;http://starwars.wikia.com/wiki/Boordii;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Sumitra_sector;https://starwars.fandom.com/wiki/Boordii_system;N-7;1151
Star;;Expansion Region;Bes Ber Bikade Sector;;Borkyne system;Borkyne;46.963;-556.322;;http://starwars.wikia.com/wiki/Borkyne;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Bes_Ber_Bikade_sector;https://starwars.fandom.com/wiki/Bimin_Three_system;L-15;1046
Star;;Expansion Region;Kailion Sector;Bovo Yagen;Bovo Yagen system;Bovo Yagen;319.749;-372.13;;https://starwars.fandom.com/wiki/Bovo_Yagen_(planet);https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Kailion_sector;https://starwars.fandom.com/wiki/Bovo_Yagen_system;O-13;1093
Star;;Expansion Region;Brevost Sector;;Brevost system;Brevost;318.408;-566.647;;http://starwars.wikia.com/wiki/Brevost;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Brevost_sector;https://starwars.fandom.com/wiki/Brevost_system;O-15;1073
Star;;Expansion Region;Vensensor Sector;;Calonica system ;Calonica;-43.412;-656.069;;http://starwars.wikia.com/wiki/Calonica;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Vensensor_sector;https://starwars.fandom.com/wiki/Calonica_system;K-16;1036
Star;;Expansion Region;Locris Sector;;Carcel system ;Carcel;378.51;109.997;;http://starwars.wikia.com/wiki/Carcel;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Locris_sector;https://starwars.fandom.com/wiki/Carcel_system;O-8;1161
Star;;Expansion Region;Prackla Sector;;Cartao system;Cartao;376.908;141.19;;http://starwars.wikia.com/wiki/Cartao;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Prackla_sector;https://starwars.fandom.com/wiki/Cartao_system;O-8;1158
Star;;Expansion Region;Noori Sector;;Celegia system;Celegia;387.876;-66.493;;http://starwars.wikia.com/wiki/Celegia;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Noori_sector;https://starwars.fandom.com/wiki/Celegia_system;O-10;1117
Star;;Expansion Region;Mbandamonte Sector;;Cerenia system;Ruten;293.789;-579.989;;https://starwars.fandom.com/wiki/Ruten;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Mbandamonte_sector;https://starwars.fandom.com/wiki/Cerenia_system;N-15;1062
Star;;Expansion Region;Immalia Sector;;Chalenor system ;Mayvitch 7;7.64;166.959;;https://starwars.fandom.com/wiki/Mayvitch_7;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Immalia_sector;https://starwars.fandom.com/wiki/Chalenor_system;L-8;1088
Star;;Expansion Region;Harron Sector;;Chanosant system;Chanosant;354.587;-167.512;;http://starwars.wikia.com/wiki/Chanosant;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Harron_sector;https://starwars.fandom.com/wiki/Chanosant_system;O-11;1126
Star;;Expansion Region;Charra Sector;;Charra system;Charra;407.425;-408.979;;http://starwars.wikia.com/wiki/Charra;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Charra_sector;https://starwars.fandom.com/wiki/Charra_system;P-14;1104
Star;;Expansion Region, Trailing Sectors;Brevost Sector;;Cheku system;Cheku;338.527;-504.067;;https://starwars.fandom.com/wiki/Cheku_system;https://starwars.fandom.com/wiki/Expansion_Region, https://starwars.fandom.com/wiki/Trailing_Sectors/Legends;http://starwars.wikia.com/wiki/Brevost_sector;https://starwars.fandom.com/wiki/Cheku_system;O-15;1068
Star;;Expansion Region;Circarpous Sector;Circarpous Major;Circarpous system;Mimban;372.405;-202.883;;http://starwars.wikia.com/wiki/Mimban;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Circarpous_sector;https://starwars.fandom.com/wiki/Circarpous_system;O-12;1113
Star;;Expansion Region;Brevost Sector;;Coonee system ;Coonee;345.304;-519.95;;http://starwars.wikia.com/wiki/Coonee;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Brevost_sector;https://starwars.fandom.com/wiki/Coonee_system;O-15;1070
Star;;Expansion Region;Vatha Sector;;Copperline system;Copperline;-32.77;-619.855;;http://starwars.wikia.com/wiki/Copperline;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Vatha_sector;https://starwars.fandom.com/wiki/Copperline_system;K-16;1030
Star;;Expansion Region, Greater Plooriod Cluster;Greater Plooriod Sector;;Corsin system;Corsin;189.869;233.415;;http://starwars.wikia.com/wiki/Corsin;https://starwars.fandom.com/wiki/Expansion_Region, https://starwars.fandom.com/wiki/Greater_Plooriod_Cluster;http://starwars.wikia.com/wiki/Greater_Plooriod_sector;https://starwars.fandom.com/wiki/Corsin_system;M-7;1148
Star;;Expansion Region;Baroli Sector;;Cridark system;Cridark II;245.63;-504.065;;https://starwars.fandom.com/wiki/Cridark_II;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Baroli_sector;https://starwars.fandom.com/wiki/Cridark_system;N-15;2589
Star;;Expansion Region;Mbandamonte Sector;;Cuirilla system;Cuirilla;280.026;-566.507;;https://starwars.fandom.com/wiki/Cuirilla;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Mbandamonte_sector;https://starwars.fandom.com/wiki/Cuirilla_system;N-15;2594
StarBarycenter;// Main sequence + white dwarf;Expansion Region;Thaere Sector;Morasil+Termadus;Cularin system;Cularin;409.542;-451.758;;http://starwars.wikia.com/wiki/Cularin;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Thaere_sector;https://starwars.fandom.com/wiki/Cularin_system;P-14;1098
Star;;Expansion Region;Sumitra Sector;;Cvetaen system;Aquaris;298.985;220.346;;http://starwars.wikia.com/wiki/Aquaris;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Sumitra_sector;https://starwars.fandom.com/wiki/Cvetaen_system/Legends;N-7;1152
Star;;Expansion Region;Cyrillian Protectorate;;Cyrillia system;Cyrillia;370.122;-292.657;;http://starwars.wikia.com/wiki/Cyrillia;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Cyrillian_Protectorate;https://starwars.fandom.com/wiki/Cyrillia_system;O-12;1130
Star;;Expansion Region;Woostri Sector;;Daemen system;Daemen;134.004;-635.421;;http://starwars.wikia.com/wiki/Daemen;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Woostri_sector;https://starwars.fandom.com/wiki/Daemen_system;M-16;1039
Star;;Expansion Region;Harron Sector;;Daroon system ;Daroon;355.133;-193.268;;https://starwars.fandom.com/wiki/Daroon;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Harron_sector;https://starwars.fandom.com/wiki/Daroon_system;O-11;2638
Star;;Expansion Region;Brak Sector;;De'nel system;De'nel;371.938;-476.789;;https://starwars.fandom.com/wiki/De%27nel;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Brak_sector;https://starwars.fandom.com/wiki/De%27nel_system;O-14;2647
Star;;Expansion Region;Mikaster Sector;Derra;Derra system;Derra IV;205.002;-519.315;;http://starwars.wikia.com/wiki/Derra;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Mikaster_sector;https://starwars.fandom.com/wiki/Derra_system;N-15;1051
Star;;Expansion Region;Tolemses Sector;;Dica system;Dica;464.977;-122.715;;http://starwars.wikia.com/wiki/Dica;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Tolemses_sector;https://starwars.fandom.com/wiki/Dica_system;P-11;1134
Star;;Expansion Region;Hali Sector;;Donovia system;Donovia;394.169;99.27;;http://starwars.wikia.com/wiki/Donovia;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Hali_sector;https://starwars.fandom.com/wiki/Donovia_system;O-9;1164
Star;;Expansion Region;Deadalis Sector;;Dorin system;Dorin;-141.695;192.723;;http://starwars.wikia.com/wiki/Dorin;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Deadalis_sector;https://starwars.fandom.com/wiki/Dorin_system;J-8;1084
Star;;Expansion Region;Lostar Sector;;Draria system ;Draria;147.949;211.345;;http://starwars.wikia.com/wiki/Draria;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Lostar_sector;https://starwars.fandom.com/wiki/Draria_system;M-7;1143
Star;;Expansion Region;Boeus Sector;;Droecil system;Droecil;108.114;-525.668;;http://starwars.wikia.com/wiki/Droecil;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Boeus_sector;https://starwars.fandom.com/wiki/Droecil_system;M-15;1050
Star;;Expansion Region;Authala Sector;;Emberlene system;Emberlene;463.086;-256.408;;http://starwars.wikia.com/wiki/Emberlene;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Authala_sector;https://starwars.fandom.com/wiki/Emberlene_system;P-12;1139
Star;;Expansion Region;Bes Ber Bikade Sector;;Epica system ;Epica;61.417;-536.786;;http://starwars.wikia.com/wiki/Epica;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Bes_Ber_Bikade_sector;https://starwars.fandom.com/wiki/Epica_system;L-15;1044
Star;;Expansion Region;Hangshan Sector;;Erai system;Erai;438.427;-155.923;;http://starwars.wikia.com/wiki/Erai;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Hangshan_sector;https://starwars.fandom.com/wiki/Erai_system;P-11;1135
Star;;Expansion Region;Circarpous Sector;;Fabrin system ;Fabrin;371.231;-235.818;;http://starwars.wikia.com/wiki/Fabrin;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Circarpous_sector;https://starwars.fandom.com/wiki/Fabrin/Legends;O-12;1116
Star;;Expansion Region;Narvath Sector;Flarestar;Flarestar system;Aridus;366.128;-420.838;;http://starwars.wikia.com/wiki/Aridus;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Narvath_sector;https://starwars.fandom.com/wiki/Flarestar_system;O-14;1111
Star;;Expansion Region;Freestanding Subsectors;;Frewwil system;Frewwil;-244.009;-481.879;;https://starwars.fandom.com/wiki/Frewwil;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Freestanding_subsectors;https://starwars.fandom.com/wiki/Frewwil_system;I-14;2896
Star;;Expansion Region;Baroli Sector;Klozar;Gacerian system;Gacerian;232.639;-512.802;;http://starwars.wikia.com/wiki/Gacerian;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Baroli_sector;https://starwars.fandom.com/wiki/Gacerian_system;N-15;1054
Star;;Expansion Region;Chaykin Sector;;Gamor system;Gamor;350.245;-441.381;;http://starwars.wikia.com/wiki/Gamor;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Chaykin_sector;https://starwars.fandom.com/wiki/Gholondreine_system;O-14;1100
Star;G5 V;Expansion Region;Brak Sector;Genesia;Genesia system;Amthau;360.327;-466.202;;https://starwars.fandom.com/wiki/Amthau;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Brak_sector;https://starwars.fandom.com/wiki/Genesia_system;O-14;2255
Star;;Expansion Region;Chitarghar Sector;;Gholondreine system;Gholondreine-? ;-37.377;-584.912;;https://starwars.fandom.com/wiki/Gholondreine-%C3%9F;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Chitarghar_sector;;K-15;1027
Star;;Expansion Region;Lantillian sector ;;Gizer system ;Gizer;406.108;115.209;;http://starwars.wikia.com/wiki/Gizer;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Lantillian_sector;https://starwars.fandom.com/wiki/Gizer_system;P-8;1163
Star;;Expansion Region;Fellwe Sector;;Golden Nyss system;;43.642;190.138;;http://starwars.wikia.com/wiki/Golden_Nyss;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Fellwe_sector;https://starwars.fandom.com/wiki/Golden_Nyss_system;L-8;1086
Star;;Expansion Region;Circarpous Sector;;Gyndine system ;Gyndine;313.036;-223.488;;http://starwars.wikia.com/wiki/Gyndine;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Circarpous_sector;https://starwars.fandom.com/wiki/Gyndine_system;O-12;1114
Star;;Expansion Region;Har Worlds;;Har system;Har Binande;-117.587;-631.45;;http://starwars.wikia.com/wiki/Har_Binande;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Har_Worlds;https://starwars.fandom.com/wiki/Har_system;J-16;1025
Star;;Expansion Region;Hijoian Space;;Hijoian system;Hijo;-173.258;174.311;;http://starwars.wikia.com/wiki/Hijo;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Hijoian_Space;https://starwars.fandom.com/wiki/Hijoian_system;J-8;1078
Star;;Expansion Region;Hilo Sector;;Hilo system ;Hilo;390.059;-389.072;;http://starwars.wikia.com/wiki/Hilo;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Hilo_sector;https://starwars.fandom.com/wiki/Hilo_system;O-13;1103
Star;;Expansion Region;Narvath Sector;;Iktotch system;Iktotchon;346.01;-406.438;;http://starwars.wikia.com/wiki/Iktotchon;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Narvath_sector;https://starwars.fandom.com/wiki/Iktotch_system;O-14;1110
Star;;Expansion Region;Hali Sector;;Illoud system;Illoud;393.429;92.859;;// http://starwars.wikia.com/wiki/Illoud;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Hali_sector;https://starwars.fandom.com/wiki/Illoud_system;O-9;1165
Star;;Expansion Region, Outer Expansion Zone, Northern Dependencies;Immalia Sector;;Immalia system;Immalia;-6.651;168.519;;http://starwars.wikia.com/wiki/Immalia;https://starwars.fandom.com/wiki/Expansion_Region, https://starwars.fandom.com/wiki/Outer_Expansion_Zone/Legendshttps://starwars.fandom.com/wiki/Outer_Expansion_Zone/Legends, ;http://starwars.wikia.com/wiki/Immalia_sector;https://starwars.fandom.com/wiki/Immalia_system;K-8;1087
Star;;Expansion Region;Majoor Sector;;Insta system;Insta-7;237.957;-540.578;;https://starwars.fandom.com/wiki/Insta-7;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Majoor_sector;https://starwars.fandom.com/wiki/Insta_system;N-15;3132
Star;;Expansion Region;Circarpous Sector;;Ishanna system;Ishanna;363.587;-214.241;;https://starwars.fandom.com/wiki/Ishanna_I;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Circarpous_sector;https://starwars.fandom.com/wiki/Ishanna_system;O-12;1115
Star;;Expansion Region;Lostar Sector;;Jazbina system ;Jazbina;152.881;196.55;;http://starwars.wikia.com/wiki/Jazbina;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Lostar_sector;https://starwars.fandom.com/wiki/Jazbina_system;M-8;1147
Star;;Expansion Region, Trans-Hydian;Farstey Sector;;Jendorn system ;Jendorn;346.577;187.426;;http://starwars.wikia.com/wiki/Jendorn;https://starwars.fandom.com/wiki/Expansion_Region, https://starwars.fandom.com/wiki/Trans-Hydian;http://starwars.wikia.com/wiki/Farstey_sector;https://starwars.fandom.com/wiki/Jendorn_system/Legends;O-8;1155
Star;;Expansion Region;Corpheli Sector;;Jestan system ;Jestan;121.071;206.66;;http://starwars.wikia.com/wiki/Jestan;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Corpheli_sector;https://starwars.fandom.com/wiki/Jestan_system;M-7;1142
Star;;Expansion Region;Jurzan Sector;;Jurzan system ;Jurzan;193.407;-590.313;;http://starwars.wikia.com/wiki/Jurzan;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Jurzan_sector;https://starwars.fandom.com/wiki/Jurzan_system;M-15;1061
Star;;Expansion Region;Thand Sector;;Kafrene system (assumed);Ring of Kafrene/Kafrene;-140.118;-515.468;;http://starwars.wikia.com/wiki/Ring_of_Kafrene;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Thand_sector;;J-15;2060
Star;;Expansion Region;Vardoss Sector;;Kashir system;Kashir;-197.485;184.862;;https://starwars.fandom.com/wiki/Kashir;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Vardoss_sector;https://starwars.fandom.com/wiki/Kashir_system;J-8;3257
Star;;Expansion Region;Freestanding Subsectors;;Kayri system;Kayri III;-207.804;-514.391;;https://starwars.fandom.com/wiki/Kayri_III;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Freestanding_subsectors;https://starwars.fandom.com/wiki/Kayri_system;I-15;1174
Star;;Expansion Region;Freestanding Subsectors;;Kelavine system;Taloraan;-242.27;-509.149;;http://starwars.wikia.com/wiki/Taloraan;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Freestanding_subsectors;https://starwars.fandom.com/wiki/Kelavine_system;I-15;1175
Star;;Expansion Region;Kira Sector;;Kerkoidia system;Kerkoidia;284.306;-594.089;;http://starwars.wikia.com/wiki/Kerkoidia;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Kira_sector;https://starwars.fandom.com/wiki/Kerkoidia_system;N-15;1057
Star;;Expansion Region;Lostar Sector;;Kidriff system;Kidriff 5;120.701;192.481;;https://starwars.fandom.com/wiki/Kidriff_5;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Lostar_sector;https://starwars.fandom.com/wiki/Kidriff_system;M-8;1146
Star;;Expansion Region;Bes Ber Bikade Sector;;Kinyen system ;Kinyen;10.75;-593.966;;http://starwars.wikia.com/wiki/Kinyen;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Bes_Ber_Bikade_sector;https://starwars.fandom.com/wiki/Kinyen_system;L-15;1047
Star;;Expansion Region;Kira Sector;;Kira system;Kira;252.334;-599.048;;http://starwars.wikia.com/wiki/Kira;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Kira_sector;https://starwars.fandom.com/wiki/Kira_system;N-15;1055
Star;;Expansion Region;Ehosiq Sector;;Kiros system;Kiros;73.389;179.243;;http://starwars.wikia.com/wiki/Kiros;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Ehosiq_sector;https://starwars.fandom.com/wiki/Kiros_system/Legends;L-8;2053
Star;;Expansion Region;Freestanding Subsectors;;Kriekaal system;Ahug;-196.734;-481.635;;https://starwars.fandom.com/wiki/Ahug;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Freestanding_subsectors;https://starwars.fandom.com/wiki/Kriekaal_system;J-14;2205
Star;;Expansion Region;Cantons of Lahag;;Lahag Erli system;Lahag Erli;-155.071;-577.765;;http://starwars.wikia.com/wiki/Lahag_Erli;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Cantons_of_Lahag;https://starwars.fandom.com/wiki/Lahag_Erli_system;J-15;1023
Star;// yellow sun;Expansion Region;Kira Sector;Lazerian ;Lazerian system;Lazerian;251.54;-596.507;;http://starwars.wikia.com/wiki/Lazerian;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Kira_sector;https://starwars.fandom.com/wiki/Lazerian_system;N-15;1056
Star;;Expansion Region;Freestanding Subsectors;;Lequabis system;Lequabis;-213.045;-471.347;;http://starwars.wikia.com/wiki/Lequabis;https://starwars.fandom.com/wiki/Expansion_Region;https://starwars.fandom.com/wiki/Freestanding_subsectors;https://starwars.fandom.com/wiki/Lequabis_system;I-14;1173
Star;;Expansion Region;Itopol Sector;;Llon Nebulae;;-10.375;-554.099;;http://starwars.wikia.com/wiki/Llon_Nebulae;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Itopol_sector;;K-15;1032
Star;;Expansion Region;Boeus Sector;;Lohopa system ;Lohopa II;157.511;-562.517;;https://starwars.fandom.com/wiki/Lohopa_II;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Boeus_sector;https://starwars.fandom.com/wiki/Lohopa_system;M-15;1049
Star;;Expansion Region;Majoor Sector;;Majoor system;Majoor;230.097;-542.504;;http://starwars.wikia.com/wiki/Majoor;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Majoor_sector;https://starwars.fandom.com/wiki/Majoor_system;N-15;1065
Star;;Expansion Region;Surron Sector;;Mek va Uil system;Mek va Uil;387.63;-308.931;;http://starwars.wikia.com/wiki/Mek_va_Uil;https://starwars.fandom.com/wiki/Expansion_Region;http://starwars.wikia.com/wiki/Surron_sector;https://starwars.fandom.com/wiki/Mek_va_Uil_system;O-13;1107
