Object type;Object class;Region;Sector;Star name;System;Planet;X;Y;Z;Planet link;Region link;Sector link;System link;Grid;technicalId
Star;;Core Worlds;;;Gama system;Gama;83.707;-246.323;;http://starwars.wikia.com/wiki/Gama;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Gama_system;L-12;112
Star;;Core Worlds;;;Gandeal system;Gandeal;146.043;-283.287;;http://starwars.wikia.com/wiki/Gandeal;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Gandeal_system;M-12;174
Star;;Core Worlds;Bormea sector ;;Ganthel system ;Ganthel;75.948;27.57;;http://starwars.wikia.com/wiki/Ganthel;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Bormea_sector/Legends;https://starwars.fandom.com/wiki/Ganthel_system;L-9;2126
Star;;Core Worlds;;;Gerrard system;Gerrard V;-3.447;-295.268;;https://starwars.fandom.com/wiki/Gerrard_V;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Gerrard_system;K-12;74
Star;;Core Worlds;;;Glithnos system ;Glithnos;126.463;-41.584;;http://starwars.wikia.com/wiki/Glithnos;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Glithnos_system;M-10;135
Star;;Core Worlds;;;Goorla’s system (assumed);Goorla;154.523;-180.287;;http://starwars.wikia.com/wiki/Goorla;https://starwars.fandom.com/wiki/Core_Worlds;;;M-11;162
Star;;Core Worlds;;;Grizmallt system ;Grizmallt;28.386;17.708;;http://starwars.wikia.com/wiki/Grizmallt;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Grizmallt_system;L-9;97
Star;;Core Worlds;;;Hemei system ;Hemei IV;103.763;-217.226;;https://starwars.fandom.com/wiki/Hemei_IV;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Hemei_system;M-12;168
Star;;Core Worlds;;;Hosnian system;Hosnian Prime;149.768;-277.35;;http://starwars.wikia.com/wiki/Hosnian_Prime;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Hosnian_system;M-12;2036
Star;;Core Worlds;Humbarine sector;;Humbarine system ;Humbarine;188.233;-99.94;;http://starwars.wikia.com/wiki/Humbarine;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Humbarine_sector/Legends;https://starwars.fandom.com/wiki/Humbarine_system;M-10;143
Star;;Core Worlds;Krenher sector;;Hyabb system;Hyabb;-46.78;31.204;;http://starwars.wikia.com/wiki/Hyabb;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Krenher_sector;https://starwars.fandom.com/wiki/Hyabb_system;K-9;48
Star;;Core Worlds;Illodia sector;;Illodia system;Illodia;-73.016;-330.885;;http://starwars.wikia.com/wiki/Illodia;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Illodia_system;K-13;83
Star;;Core Worlds;;Recopi;Recopi system/Recopia system;Inner Los;179.754;-188.016;;https://starwars.fandom.com/wiki/Inner_Los;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Recopi_system;M-11;3130
Star;;Core Worlds, Southern Core;;;Inysh system;Inysh;-118.605;-295.761;;http://starwars.wikia.com/wiki/Inysh;https://starwars.fandom.com/wiki/Core_Worlds, https://starwars.fandom.com/wiki/Southern_Core;;https://starwars.fandom.com/wiki/Inysh_system;J-12;38
Star;;Core Worlds;;;Iphigin system;Iphigin;44.899;-327.883;;http://starwars.wikia.com/wiki/Iphigin;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Iphigin_system;L-13;120
Star;;Core Worlds;Ixtlar sector;;Ixtlar system;Ixtlar;37.098;-4.098;;http://starwars.wikia.com/wiki/Ixtlar;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Ixtlar_sector;https://starwars.fandom.com/wiki/Ixtlar_system;L-10;106
Star;;Core Worlds;Farlax sector;Doornik-628;Doornik-628 system;J't'p'tan;-96.605;-56.56;;http://starwars.wikia.com/wiki/J't'p'tan;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Farlax_sector;https://starwars.fandom.com/wiki/Doornik-628_system;K-10;70
Star;;Core Worlds, The Slice, Arrowhead;;;Jaciprus system;;186.866;-166.244;;;https://starwars.fandom.com/wiki/Core_Worlds, https://starwars.fandom.com/wiki/The_Slice/Legends, https://starwars.fandom.com/wiki/Arrowhead;;https://starwars.fandom.com/wiki/Jaciprus_system;M-11;158
Star;;Core Worlds;;;Kaikielius system;Kaikielius;1.471;-10.018;;https://starwars.fandom.com/wiki/Kaikielius;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Kaikielius_system;L-10;2157
Star;;Core Worlds;;;Kailor system;Kailor V;69.125;-20.068;;https://starwars.fandom.com/wiki/Kailor_V;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Kailor_system;L-10;109
Star;;Core Worlds, Southern Core;Parmorak sector;;Karvoss system;Karvoss II;117.243;-205.225;;https://starwars.fandom.com/wiki/Karvoss_II;https://starwars.fandom.com/wiki/Core_Worlds, https://starwars.fandom.com/wiki/Southern_Core;https://starwars.fandom.com/wiki/Parmorak_sector;https://starwars.fandom.com/wiki/Karvoss_system;M-12;167
Star;;Core Worlds;;;Kidiet Olgo system;Kidiet Olgo;5.197;59.443;;http://starwars.wikia.com/wiki/Kidiet_Olgo;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Kidiet_Olgo_system;L-9;84
Star;;Core Worlds, Southern Core;Emmo sector;;Kobaria system;;111.601;-265.126;;;https://starwars.fandom.com/wiki/Core_Worlds, https://starwars.fandom.com/wiki/Southern_Core;https://starwars.fandom.com/wiki/Emmo_sector;https://starwars.fandom.com/wiki/Kobaria_system;M-12;176
Star;;Core Worlds;Kokash sector;;Kokash system ;;-110.308;-65.502;;;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Kokash_sector;https://starwars.fandom.com/wiki/Kokash_system;J-10;33
Star;;Core Worlds;;;Korfo system;Korfo II;106.703;8.252;;https://starwars.fandom.com/wiki/Korfo_II;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Korfo_system;M-9;126
Star;// orange silver star;Core Worlds;Kuat sector ;Kuat;Kuat system;Kuat;185.999;-59.772;;http://starwars.wikia.com/wiki/Kuat;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Kuat_sector/Legends;https://starwars.fandom.com/wiki/Kuat_system;M-10;138
Star;;Core Worlds;;;Lansono system ;Lansono;97.176;-277.948;;http://starwars.wikia.com/wiki/Lansono;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Lansono_system;L-12;114
Star;// yellow star;Core Worlds;Leria Kersil;;Leria Kersil system;Leria Kerlsil;125.312;-83.136;;http://starwars.wikia.com/wiki/Leria_Kerlsil;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Leria_Kersil_system;M-10;132
Star;;Core Worlds;;;Lettow system;Lettow;126.726;-146.533;;http://starwars.wikia.com/wiki/Lettow;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Lettow_system;M-11;153
Star;;Core Worlds;Weemell sector;;Loedorvia system ;Loedorvia;-87.534;-242.868;;http://starwars.wikia.com/wiki/Loedorvia;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Weemell_sector;https://starwars.fandom.com/wiki/Loedorvia_system;K-12;76
Star;;Core Worlds;;;Lolnar system ;Lolnar;138.394;-117.551;;http://starwars.wikia.com/wiki/Lolnar;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Lolnar_system;M-11;151
Star;;Core Worlds;;;Loretto system ;Loretto;176.838;-132.629;;http://starwars.wikia.com/wiki/Loretto;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Loretto_system;M-11;148
Star;;Core Worlds;;;Lujo system ;Lujo;49.337;-264.139;;http://starwars.wikia.com/wiki/Lujo;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Lujo_system;L-12;115
Star;;Core Worlds;Farrfin sector ;;Mamendin system;Mamendin;-9.279;58.707;;http://starwars.wikia.com/wiki/Mamendin;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Farrfin_sector;https://starwars.fandom.com/wiki/Mamendin_system;K-9;55
Star;;Core Worlds;;;Mawan system ;Mawan;168.781;-111.163;;http://starwars.wikia.com/wiki/Mawan;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Mawan_system;M-11;145
Star;;Core Worlds;;;Merakai system;Merakai;-61.722;51.288;;http://starwars.wikia.com/wiki/Merakai;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Merakai_system;K-9;43
Star;;Core Worlds;Coruscant sector;Metellos;Metellos system;Metellos;-13.508;1.228;;http://starwars.wikia.com/wiki/Metellos;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Coruscant_sector;https://starwars.fandom.com/wiki/Metellos_system;K-9;40
Star;;Core Worlds;Farlax sector, Koornacht Cluster;C'rel;N'zoth system;N'Zoth;-95.69;-57.768;;http://starwars.wikia.com/wiki/N'Zoth;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Farlax_sector, https://starwars.fandom.com/wiki/Koornacht_Cluster/Legends;https://starwars.fandom.com/wiki/N%27zoth_system/Legends;K-10;59
Star;;Core Worlds;;;Dahrtag system ;Necropolis;-105.612;-314.795;;https://starwars.fandom.com/wiki/Necropolis_(Core_Worlds);https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Dahrtag_system;J-13;39
Star;;Core Worlds;;;Norkronia system ;;-33.42;-6.829;;;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Norkronia_system;K-10;65
Star;;Core Worlds;Corellian sector, Outlier systems;Nubus;Nubus system;Nubia;157.609;-186.709;;http://starwars.wikia.com/wiki/Nubia;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Corellian_sector/Legends, https://starwars.fandom.com/wiki/Outlier_systems;https://starwars.fandom.com/wiki/Nubus_system;M-11;166
Star;;Core Worlds;;;Osadia system;Osadia;-60.099;-16.946;;http://starwars.wikia.com/wiki/Osadia;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Osadia_system;K-10;2089
Nebula;;Core Worlds;;;Nebulas of Osssorck/Osssorck Nebulae;;-101.59;-266.91;;https://starwars.fandom.com/wiki/Nebulas_of_Osssorck;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Ragoon_system;J-12;35
Star;;Core Worlds;;;Palawa system ;Palawa;92.548;-15.205;;http://starwars.wikia.com/wiki/Palawa;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Palawa_system;L-10;110
Star;;Core Worlds;Dolomar sector;Panto;Panto system;Pantolomin;-37.227;44.441;;http://starwars.wikia.com/wiki/Pantolomin;https://starwars.fandom.com/wiki/Core_Worlds;https://starwars.fandom.com/wiki/Dolomar_sector;https://starwars.fandom.com/wiki/Panto_system;K-9;45
Star;;Core Worlds;;;Perma system;Perma;134.711;-106.731;;http://starwars.wikia.com/wiki/Perma;https://starwars.fandom.com/wiki/Core_Worlds;;https://starwars.fandom.com/wiki/Perma_system;M-11;150
